-2.1000e+00 7.1000e-01 0.0000e+00 2.0744e-317
1.7448e+00 9.9425e-01 1.4280e+00 -9.2019e-01
-2.0309e+00 7.4395e-01 7.1340e+00 -9.2020e-01
1.8096e+00 9.2903e-01 8.5620e+00 -9.2019e-01
-1.9014e+00 8.4300e-01 1.4268e+01 -9.2020e-01
1.9404e+00 8.1186e-01 1.5696e+01 -9.2019e-01
-1.7757e+00 9.5659e-01 2.1402e+01 -9.2020e-01
2.0612e+00 7.2457e-01 2.2830e+01 -9.2019e-01
2.4772e+00 -4.0038e-01 2.4258e+01 -9.2019e-01
2.1120e+00 7.0704e-01 2.9964e+01 -9.2020e-01
2.5047e+00 -4.0203e-01 3.1392e+01 -9.2019e-01
2.0762e+00 7.6638e-01 3.7098e+01 -9.2020e-01
2.6471e+00 -3.2441e-01 3.8526e+01 -9.2019e-01
-3.3506e-01 -1.8467e+00 3.9954e+01 -9.2019e-01
1.9557e+00 8.7880e-01 4.4232e+01 -9.2020e-01
2.8242e+00 -2.0704e-01 4.5660e+01 -9.2020e-01
4.3913e-01 -1.8104e+00 4.7088e+01 -9.2019e-01
2.8796e+00 -1.3679e-01 5.2794e+01 -9.2020e-01
8.1773e-01 -1.5692e+00 5.4222e+01 -9.2019e-01
2.8488e+00 -1.3215e-01 5.9928e+01 -9.2020e-01
7.7923e-01 -1.5887e+00 6.1356e+01 -9.2019e-01
-2.4911e+00 -3.8472e-01 6.2784e+01 -9.2019e-01
3.1310e-01 -1.8384e+00 6.8490e+01 -9.2020e-01
-2.6019e+00 -2.9461e-01 6.9918e+01 -9.2019e-01
-4.4304e-01 -1.7945e+00 7.5624e+01 -9.2020e-01
-2.7694e+00 -1.7919e-01 7.7052e+01 -9.2019e-01
-8.2849e-01 -1.5562e+00 8.2758e+01 -9.2020e-01
-2.8597e+00 -1.2446e-01 8.4186e+01 -9.2019e-01
-1.7278e+00 1.0074e+00 8.5614e+01 -9.2019e-01
-2.8797e+00 -1.4010e-01 9.1320e+01 -9.2020e-01
-1.8136e+00 9.6799e-01 9.2748e+01 -9.2019e-01
-2.8050e+00 -2.2045e-01 9.8454e+01 -9.2020e-01
-1.9713e+00 8.6530e-01 9.9882e+01 -9.2019e-01
-2.6202e+00 -3.3845e-01 1.0559e+02 -9.2020e-01
-2.0812e+00 7.5610e-01 1.0702e+02 -9.2019e-01
1.8110e+00 9.6914e-01 1.0844e+02 -9.2019e-01
-2.1036e+00 7.0860e-01 1.1415e+02 -9.2020e-01
1.7414e+00 9.9745e-01 1.1558e+02 -9.2019e-01
-2.0393e+00 7.3816e-01 1.2128e+02 -9.2020e-01
1.8002e+00 9.3698e-01 1.2271e+02 -9.2019e-01
2.7486e+00 -1.9691e-01 1.2414e+02 -9.2019e-01
-1.9111e+00 8.3459e-01 1.2842e+02 -9.2020e-01
1.9305e+00 8.1968e-01 1.2985e+02 -9.2020e-01
2.5765e+00 -3.1539e-01 1.3127e+02 -9.2019e-01
2.0548e+00 7.2812e-01 1.3698e+02 -9.2020e-01
2.4784e+00 -3.9797e-01 1.3841e+02 -9.2019e-01
2.1117e+00 7.0519e-01 1.4411e+02 -9.2020e-01
2.4977e+00 -4.0524e-01 1.4554e+02 -9.2019e-01
-8.2445e-01 -1.5647e+00 1.4697e+02 -9.2019e-01
2.6327e+00 -3.3288e-01 1.5268e+02 -9.2020e-01
-3.8974e-01 -1.8301e+00 1.5410e+02 -9.2019e-01
2.8153e+00 -2.1431e-01 1.5981e+02 -9.2020e-01
3.9279e-01 -1.8296e+00 1.6124e+02 -9.2019e-01
2.8800e+00 -1.3898e-01 1.6694e+02 -9.2020e-01
8.1010e-01 -1.5747e+00 1.6837e+02 -9.2019e-01
-2.5003e+00 -4.0084e-01 1.6980e+02 -9.2019e-01
8.0197e-01 -1.5738e+00 1.7551e+02 -9.2020e-01
-2.4857e+00 -3.9020e-01 1.7693e+02 -9.2019e-01
3.7515e-01 -1.8219e+00 1.8264e+02 -9.2020e-01
-2.5875e+00 -3.0504e-01 1.8407e+02 -9.2019e-01
-3.8706e-01 -1.8174e+00 1.8977e+02 -9.2020e-01
-2.7576e+00 -1.8738e-01 1.9120e+02 -9.2019e-01
-1.7818e+00 9.4934e-01 1.9263e+02 -9.2019e-01
-2.8552e+00 -1.2622e-01 1.9834e+02 -9.2020e-01
-1.7267e+00 1.0066e+00 1.9976e+02 -9.2019e-01
-2.8811e+00 -1.3606e-01 2.0547e+02 -9.2020e-01
-1.8019e+00 9.7452e-01 2.0690e+02 -9.2019e-01
2.0896e+00 7.5244e-01 2.0833e+02 -9.2019e-01
-2.8174e+00 -2.1110e-01 2.1260e+02 -9.2020e-01
-1.9589e+00 8.7520e-01 2.1403e+02 -9.2020e-01
1.9781e+00 8.6259e-01 2.1546e+02 -9.2019e-01
-2.0758e+00 7.6342e-01 2.2117e+02 -9.2020e-01
1.8218e+00 9.6335e-01 2.2259e+02 -9.2019e-01
-2.1061e+00 7.0904e-01 2.2830e+02 -9.2020e-01
1.7409e+00 9.9929e-01 2.2973e+02 -9.2019e-01
2.8562e+00 -1.2990e-01 2.3116e+02 -9.2019e-01
1.7894e+00 9.4652e-01 2.3686e+02 -9.2020e-01
2.7620e+00 -1.8756e-01 2.3829e+02 -9.2019e-01
1.9172e+00 8.3086e-01 2.4400e+02 -9.2020e-01
2.5915e+00 -3.0446e-01 2.4542e+02 -9.2019e-01
2.0448e+00 7.3453e-01 2.5113e+02 -9.2020e-01
2.4831e+00 -3.9286e-01 2.5256e+02 -9.2019e-01
-8.1188e-01 -1.5662e+00 2.5399e+02 -9.2019e-01
2.4920e+00 -4.0721e-01 2.5969e+02 -9.2020e-01
-8.3781e-01 -1.5554e+00 2.6112e+02 -9.2019e-01
2.6169e+00 -3.4180e-01 2.6683e+02 -9.2020e-01
-4.4718e-01 -1.8060e+00 2.6825e+02 -9.2019e-01
2.8027e+00 -2.2364e-01 2.7396e+02 -9.2020e-01
3.3136e-01 -1.8483e+00 2.7539e+02 -9.2019e-01
-2.6459e+00 -3.2254e-01 2.7682e+02 -9.2019e-01
7.9194e-01 -1.5873e+00 2.8252e+02 -9.2020e-01
-2.5073e+00 -3.9790e-01 2.8395e+02 -9.2019e-01
8.1633e-01 -1.5647e+00 2.8966e+02 -9.2020e-01
-2.4829e+00 -3.9404e-01 2.9108e+02 -9.2019e-01
-2.0487e+00 7.3253e-01 2.9251e+02 -9.2019e-01
4.3033e-01 -1.8007e+00 2.9679e+02 -9.2020e-01
-2.5748e+00 -3.1468e-01 2.9822e+02 -9.2020e-01
-1.9253e+00 8.2194e-01 2.9965e+02 -9.2019e-01
-2.7449e+00 -1.9649e-01 3.0535e+02 -9.2020e-01
-1.7928e+00 9.3987e-01 3.0678e+02 -9.2019e-01
-2.8496e+00 -1.2948e-01 3.1249e+02 -9.2020e-01
-1.7291e+00 1.0038e+00 3.1391e+02 -9.2019e-01
2.1115e+00 7.0256e-01 3.1534e+02 -9.2019e-01
-1.7939e+00 9.7852e-01 3.2105e+02 -9.2020e-01
2.0931e+00 7.4703e-01 3.2248e+02 -9.2019e-01
-1.9483e+00 8.8310e-01 3.2818e+02 -9.2020e-01
1.9878e+00 8.5436e-01 3.2961e+02 -9.2019e-01
-2.0699e+00 7.7045e-01 3.3532e+02 -9.2020e-01
1.8322e+00 9.5736e-01 3.3674e+02 -9.2019e-01
2.8766e+00 -1.4698e-01 3.3817e+02 -9.2019e-01
1.7432e+00 9.9890e-01 3.4388e+02 -9.2020e-01
2.8590e+00 -1.2926e-01 3.4531e+02 -9.2019e-01
1.7832e+00 9.5223e-01 3.5101e+02 -9.2020e-01
2.7705e+00 -1.8181e-01 3.5244e+02 -9.2019e-01
1.9079e+00 8.3901e-01 3.5815e+02 -9.2020e-01
2.6031e+00 -2.9629e-01 3.5957e+02 -9.2019e-01
-3.1634e-01 -1.8371e+00 3.6100e+02 -9.2019e-01
2.4884e+00 -3.8794e-01 3.6671e+02 -9.2020e-01
-7.9091e-01 -1.5800e+00 3.6814e+02 -9.2019e-01
2.4908e+00 -4.0673e-01 3.7384e+02 -9.2020e-01
-8.3826e-01 -1.5548e+00 3.7527e+02 -9.2019e-01
-2.8807e+00 -1.3193e-01 3.7670e+02 -9.2019e-01
2.6092e+00 -3.4583e-01 3.8098e+02 -9.2020e-01
-4.7384e-01 -1.7927e+00 3.8240e+02 -9.2020e-01
-2.8288e+00 -2.0054e-01 3.8383e+02 -9.2019e-01
2.9407e-01 -1.8558e+00 3.8954e+02 -9.2020e-01
-2.6555e+00 -3.1681e-01 3.9097e+02 -9.2019e-01
7.7655e-01 -1.5978e+00 3.9667e+02 -9.2020e-01
-2.5127e+00 -3.9518e-01 3.9810e+02 -9.2019e-01
-2.1017e+00 7.1459e-01 3.9953e+02 -9.2019e-01
-2.4834e+00 -3.9472e-01 4.0523e+02 -9.2020e-01
-2.0519e+00 7.3108e-01 4.0666e+02 -9.2019e-01
-2.5703e+00 -3.1843e-01 4.1237e+02 -9.2020e-01
-1.9310e+00 8.1770e-01 4.1380e+02 -9.2019e-01
-2.7390e+00 -2.0104e-01 4.1950e+02 -9.2020e-01
-1.7991e+00 9.3486e-01 4.2093e+02 -9.2019e-01
2.0393e+00 7.3866e-01 4.2236e+02 -9.2019e-01
-1.7329e+00 1.0008e+00 4.2806e+02 -9.2020e-01
2.1084e+00 7.0445e-01 4.2949e+02 -9.2019e-01
-1.7941e+00 9.7802e-01 4.3520e+02 -9.2020e-01
2.0922e+00 7.4682e-01 4.3663e+02 -9.2019e-01
-1.9462e+00 8.8445e-01 4.4233e+02 -9.2020e-01
1.9893e+00 8.5259e-01 4.4376e+02 -9.2019e-01
2.7928e+00 -2.3136e-01 4.4519e+02 -9.2019e-01
1.8351e+00 9.5538e-01 4.5089e+02 -9.2020e-01
2.8750e+00 -1.4856e-01 4.5232e+02 -9.2019e-01
1.7452e+00 9.9764e-01 4.5803e+02 -9.2020e-01
2.8583e+00 -1.3015e-01 4.5946e+02 -9.2019e-01
8.0440e-01 -1.5732e+00 4.6088e+02 -9.2019e-01
1.7837e+00 9.5202e-01 4.6516e+02 -9.2020e-01
2.7706e+00 -1.8191e-01 4.6659e+02 -9.2020e-01
4.3443e-01 -1.7993e+00 4.6802e+02 -9.2019e-01
2.6046e+00 -2.9529e-01 4.7372e+02 -9.2020e-01
-3.1005e-01 -1.8385e+00 4.7515e+02 -9.2019e-01
2.4909e+00 -3.8625e-01 4.8086e+02 -9.2020e-01
-7.8275e-01 -1.5856e+00 4.8229e+02 -9.2019e-01
-2.8472e+00 -1.3048e-01 4.8371e+02 -9.2019e-01
-8.2817e-01 -1.5615e+00 4.8942e+02 -9.2020e-01
-2.8792e+00 -1.3386e-01 4.9085e+02 -9.2019e-01
-4.5954e-01 -1.7999e+00 4.9655e+02 -9.2020e-01
-2.8259e+00 -2.0273e-01 4.9798e+02 -9.2019e-01
3.0353e-01 -1.8540e+00 5.0369e+02 -9.2020e-01
-2.6530e+00 -3.1823e-01 5.0512e+02 -9.2019e-01
-2.0645e+00 7.7399e-01 5.0654e+02 -9.2019e-01
-2.5127e+00 -3.9484e-01 5.1225e+02 -9.2020e-01
-2.1005e+00 7.1516e-01 5.1368e+02 -9.2019e-01
-2.4859e+00 -3.9268e-01 5.1938e+02 -9.2020e-01
-2.0490e+00 7.3327e-01 5.2081e+02 -9.2019e-01
-2.5755e+00 -3.1509e-01 5.2652e+02 -9.2020e-01
-1.9279e+00 8.2081e-01 5.2795e+02 -9.2019e-01
1.9148e+00 8.3439e-01 5.2937e+02 -9.2019e-01
-1.7978e+00 9.3671e-01 5.3508e+02 -9.2020e-01
2.0411e+00 7.3790e-01 5.3651e+02 -9.2019e-01
-1.7363e+00 9.9932e-01 5.4221e+02 -9.2020e-01
2.1071e+00 7.0651e-01 5.4364e+02 -9.2019e-01
2.4943e+00 -4.0551e-01 5.4507e+02 -9.2019e-01
-1.8020e+00 9.7347e-01 5.4935e+02 -9.2020e-01
2.0876e+00 7.5172e-01 5.5078e+02 -9.2020e-01
2.6163e+00 -3.4216e-01 5.5220e+02 -9.2019e-01
1.9818e+00 8.5819e-01 5.5791e+02 -9.2020e-01
2.7991e+00 -2.2629e-01 5.5934e+02 -9.2019e-01
1.8288e+00 9.5866e-01 5.6504e+02 -9.2020e-01
2.8749e+00 -1.4675e-01 5.6647e+02 -9.2019e-01
7.7112e-01 -1.6013e+00 5.6790e+02 -9.2019e-01
2.8548e+00 -1.3182e-01 5.7361e+02 -9.2020e-01
7.9143e-01 -1.5815e+00 5.7503e+02 -9.2019e-01
2.7625e+00 -1.8740e-01 5.8074e+02 -9.2020e-01
3.9667e-01 -1.8147e+00 5.8217e+02 -9.2019e-01
2.5959e+00 -3.0151e-01 5.8787e+02 -9.2020e-01
-3.4737e-01 -1.8299e+00 5.8930e+02 -9.2019e-01
-2.7494e+00 -1.9330e-01 5.9073e+02 -9.2019e-01
-7.9020e-01 -1.5810e+00 5.9644e+02 -9.2020e-01
-2.8502e+00 -1.2994e-01 5.9786e+02 -9.2019e-01
-8.1127e-01 -1.5732e+00 6.0357e+02 -9.2020e-01
-2.8778e+00 -1.3764e-01 6.0500e+02 -9.2019e-01
-4.1040e-01 -1.8221e+00 6.1070e+02 -9.2020e-01
-2.8164e+00 -2.1044e-01 6.1213e+02 -9.2019e-01
-1.9551e+00 8.7686e-01 6.1356e+02 -9.2019e-01
-2.6400e+00 -3.2594e-01 6.1927e+02 -9.2020e-01
-2.0701e+00 7.6740e-01 6.2069e+02 -9.2019e-01
-2.5076e+00 -3.9694e-01 6.2640e+02 -9.2020e-01
-2.0994e+00 7.1424e-01 6.2783e+02 -9.2019e-01
1.7506e+00 9.9278e-01 6.2926e+02 -9.2019e-01
-2.4894e+00 -3.8889e-01 6.3353e+02 -9.2020e-01
-2.0416e+00 7.3798e-01 6.3496e+02 -9.2020e-01
